image,label,prediction,confidence
00_2015-12-14_124659_DSC_3316_83.thumb.jpg,other,other,0.94026
00_2015-12-14_124659_DSC_3316_84.thumb.jpg,other,other,0.68482
00_2015-12-14_124659_DSC_3316_85.thumb.jpg,other,transients,0.52649
00_2015-12-14_124659_DSC_3316_86.thumb.jpg,other,other,0.87474
00_2015-12-14_124659_DSC_3316_87.thumb.jpg,other,other,0.94944
00_2015-12-14_124659_DSC_3316_88.thumb.jpg,other,other,0.82774
00_2015-12-14_124659_DSC_3316_89.thumb.jpg,other,other,0.99033
00_2015-12-14_124659_DSC_3316_90.thumb.jpg,other,other,0.99830
00_2015-12-14_124659_DSC_3316_91.thumb.jpg,other,other,0.98070
00_2015-12-14_124659_DSC_3316_92.thumb.jpg,other,other,0.85993
00_2015-12-14_124659_DSC_3316_93.thumb.jpg,other,transients,0.57551
00_2015-12-14_124659_DSC_3316_94.thumb.jpg,other,other,0.86208
00_2015-12-14_124659_DSC_3316_95.thumb.jpg,other,other,0.92754
00_2015-12-14_124659_DSC_3316_96.thumb.jpg,other,other,0.83353
00_2015-12-14_124659_DSC_3316_97.thumb.jpg,other,other,0.91738
00_2015-12-14_124659_DSC_3316_98.thumb.jpg,other,other,0.96988
00_2015-12-14_125453_DSC_3317_00.thumb.jpg,other,other,0.99894
00_2015-12-14_125453_DSC_3317_01.thumb.jpg,other,other,0.98571
00_2015-12-14_125453_DSC_3317_02.thumb.jpg,other,other,0.97603
00_2015-12-14_125453_DSC_3317_03.thumb.jpg,other,other,0.95580
00_2015-12-14_125453_DSC_3317_04.thumb.jpg,other,other,0.97235
00_2015-12-14_125453_DSC_3317_05.thumb.jpg,other,other,0.78559
00_2015-12-14_125453_DSC_3317_06.thumb.jpg,other,other,0.85405
00_2015-12-14_125453_DSC_3317_07.thumb.jpg,other,other,0.98330
00_2015-12-14_125453_DSC_3317_08.thumb.jpg,other,other,0.96095
00_2015-12-14_125453_DSC_3317_09.thumb.jpg,other,other,0.99896
00_2015-12-14_125453_DSC_3317_10.thumb.jpg,other,other,0.88933
00_2015-12-14_125453_DSC_3317_11.thumb.jpg,other,other,0.95258
00_2015-12-14_125453_DSC_3317_12.thumb.jpg,other,other,0.96480
00_2015-12-14_125453_DSC_3317_13.thumb.jpg,other,other,0.95093
00_2015-12-14_125453_DSC_3317_14.thumb.jpg,other,other,0.95864
00_2015-12-14_125453_DSC_3317_15.thumb.jpg,other,other,0.85590
00_2015-12-14_125453_DSC_3317_16.thumb.jpg,other,other,0.58451
00_2015-12-14_125453_DSC_3317_17.thumb.jpg,other,other,0.97319
00_2015-12-14_125453_DSC_3317_18.thumb.jpg,other,other,0.91318
00_2015-12-14_125453_DSC_3317_19.thumb.jpg,other,other,0.97031
00_2015-12-14_125453_DSC_3317_20.thumb.jpg,other,other,0.99369
00_2015-12-14_125453_DSC_3317_21.thumb.jpg,other,other,0.96013
00_2015-12-14_125453_DSC_3317_22.thumb.jpg,other,other,0.74049
00_2015-12-14_125453_DSC_3317_23.thumb.jpg,other,other,0.94560
00_2015-12-14_125453_DSC_3317_24.thumb.jpg,other,other,0.95996
00_2015-12-14_125453_DSC_3317_25.thumb.jpg,other,other,0.87899
00_2015-12-14_125453_DSC_3317_26.thumb.jpg,other,other,0.86454
00_2015-12-14_125453_DSC_3317_27.thumb.jpg,other,other,0.98383
00_2015-12-14_125453_DSC_3317_28.thumb.jpg,other,other,0.97431
00_2015-12-14_125453_DSC_3317_29.thumb.jpg,other,other,0.97296
00_2015-12-14_125453_DSC_3317_30.thumb.jpg,other,other,0.99694
00_2015-12-14_125453_DSC_3317_31.thumb.jpg,other,other,0.97090
00_2015-12-14_125453_DSC_3317_32.thumb.jpg,other,other,0.83585
00_2015-12-14_125453_DSC_3317_33.thumb.jpg,other,other,0.91406
00_2015-12-14_125453_DSC_3317_35.thumb.jpg,other,other,0.94324
00_2015-12-14_125453_DSC_3317_36.thumb.jpg,other,other,0.88415
00_2015-12-14_125453_DSC_3317_37.thumb.jpg,other,other,0.92567
00_2015-12-14_125453_DSC_3317_38.thumb.jpg,other,other,0.90073
00_2015-12-14_125453_DSC_3317_39.thumb.jpg,other,other,0.99086
00_2015-12-14_125453_DSC_3317_40.thumb.jpg,other,other,0.99623
00_2015-12-14_125453_DSC_3317_41.thumb.jpg,other,other,0.98346
00_2015-12-14_125453_DSC_3317_42.thumb.jpg,other,transients,0.80477
00_2015-12-14_125453_DSC_3317_43.thumb.jpg,other,other,0.87625
00_2015-12-14_125453_DSC_3317_44.thumb.jpg,other,other,0.89166
00_2015-12-14_125453_DSC_3317_45.thumb.jpg,other,other,0.91993
00_2015-12-14_125453_DSC_3317_46.thumb.jpg,other,other,0.97073
00_2015-12-14_125453_DSC_3317_47.thumb.jpg,other,other,0.95493
00_2015-12-14_125453_DSC_3317_48.thumb.jpg,other,other,0.76445
00_2015-12-14_125453_DSC_3317_49.thumb.jpg,other,other,0.98845
00_2015-12-14_125453_DSC_3317_50.thumb.jpg,other,other,0.96946
00_2015-12-14_125453_DSC_3317_51.thumb.jpg,other,other,0.88741
00_2015-12-14_125453_DSC_3317_52.thumb.jpg,other,other,0.52908
00_2015-12-14_125453_DSC_3317_53.thumb.jpg,other,other,0.80596
00_2015-12-14_125453_DSC_3317_54.thumb.jpg,other,other,0.99185
00_2015-12-14_125453_DSC_3317_55.thumb.jpg,other,other,0.99131
00_2015-12-14_125453_DSC_3317_56.thumb.jpg,other,other,0.64041
00_2015-12-14_125453_DSC_3317_57.thumb.jpg,other,other,0.88118
00_2015-12-14_125453_DSC_3317_58.thumb.jpg,other,other,0.95178
00_2015-12-14_125453_DSC_3317_60.thumb.jpg,other,other,0.98747
00_2015-12-14_125453_DSC_3317_61.thumb.jpg,other,other,0.87295
00_2015-12-14_125453_DSC_3317_62.thumb.jpg,other,other,0.58652
00_2015-12-14_125453_DSC_3317_63.thumb.jpg,other,other,0.92253
00_2015-12-14_125453_DSC_3317_64.thumb.jpg,other,other,0.89046
00_2015-12-14_125453_DSC_3317_65.thumb.jpg,other,other,0.91270
00_2015-12-14_125453_DSC_3317_66.thumb.jpg,other,other,0.98456
00_2015-12-14_125453_DSC_3317_67.thumb.jpg,other,other,0.77951
00_2015-12-14_125453_DSC_3317_68.thumb.jpg,other,other,0.81761
00_2015-12-14_125453_DSC_3317_69.thumb.jpg,other,other,0.95230
00_2015-12-14_125453_DSC_3317_70.thumb.jpg,other,other,0.97255
00_2015-12-14_125453_DSC_3317_71.thumb.jpg,other,other,0.90695
00_2015-12-14_125453_DSC_3317_72.thumb.jpg,other,other,0.92548
00_2015-12-14_125453_DSC_3317_73.thumb.jpg,other,other,0.87289
00_2015-12-14_125453_DSC_3317_74.thumb.jpg,other,other,0.95198
00_2015-12-14_125453_DSC_3317_75.thumb.jpg,other,other,0.91523
00_2015-12-14_125453_DSC_3317_76.thumb.jpg,other,other,0.95623
00_2015-12-14_125453_DSC_3317_77.thumb.jpg,other,other,0.93156
00_2015-12-14_125453_DSC_3317_78.thumb.jpg,other,other,0.69603
00_2015-12-14_125453_DSC_3317_79.thumb.jpg,other,other,0.95784
00_2015-12-14_125453_DSC_3317_80.thumb.jpg,other,other,0.94401
00_2015-12-14_125453_DSC_3317_81.thumb.jpg,other,other,0.88728
00_2015-12-14_125453_DSC_3317_82.thumb.jpg,other,other,0.95211
00_2015-12-14_125453_DSC_3317_83.thumb.jpg,other,other,0.90250
00_2015-12-14_125453_DSC_3317_84.thumb.jpg,other,other,0.71126
00_2015-12-14_125453_DSC_3317_85.thumb.jpg,other,other,0.65781
00_2015-12-14_125453_DSC_3317_86.thumb.jpg,other,other,0.87578
00_2015-12-14_125453_DSC_3317_87.thumb.jpg,other,other,0.93364
00_2015-12-14_125453_DSC_3317_88.thumb.jpg,other,other,0.94585
00_2015-12-14_125453_DSC_3317_89.thumb.jpg,other,other,0.96781
00_2015-12-14_125453_DSC_3317_90.thumb.jpg,other,other,0.99905
00_2015-12-14_125453_DSC_3317_91.thumb.jpg,other,other,0.97787
00_2015-12-14_125453_DSC_3317_92.thumb.jpg,other,other,0.69913
00_2015-12-14_125453_DSC_3317_93.thumb.jpg,other,other,0.97253
00_2015-12-14_125453_DSC_3317_94.thumb.jpg,other,other,0.94074
00_2015-12-14_125453_DSC_3317_95.thumb.jpg,other,other,0.92848
00_2015-12-14_125453_DSC_3317_96.thumb.jpg,other,other,0.98162
00_2015-12-14_125453_DSC_3317_97.thumb.jpg,other,other,0.99947
00_2015-12-14_125453_DSC_3317_98.thumb.jpg,other,other,0.97096
00_2015-12-14_125453_DSC_3317_99.thumb.jpg,other,other,0.99980
00_2015-12-14_130208_DSC_3346_00.thumb.jpg,other,other,0.51575
00_2015-12-14_130208_DSC_3346_01.thumb.jpg,other,other,0.99024
00_2015-12-14_130208_DSC_3346_03.thumb.jpg,other,other,0.79634
00_2015-12-14_130208_DSC_3346_04.thumb.jpg,other,other,0.97406
00_2015-12-14_130208_DSC_3346_05.thumb.jpg,other,other,0.71248
00_2015-12-14_130208_DSC_3346_06.thumb.jpg,other,other,0.95573
00_2015-12-14_130208_DSC_3346_07.thumb.jpg,other,other,0.99247
00_2015-12-14_130208_DSC_3346_08.thumb.jpg,other,other,0.94028
00_2015-12-14_130208_DSC_3346_09.thumb.jpg,other,other,0.99769
00_2015-12-14_130208_DSC_3346_10.thumb.jpg,other,other,0.92024
00_2015-12-14_130208_DSC_3346_11.thumb.jpg,other,other,0.87467
00_2015-12-14_130208_DSC_3346_12.thumb.jpg,other,other,0.95335
00_2015-12-14_130208_DSC_3346_13.thumb.jpg,other,other,0.88885
00_2015-12-14_130208_DSC_3346_14.thumb.jpg,other,other,0.95878
00_2015-12-14_130208_DSC_3346_15.thumb.jpg,other,other,0.95640
00_2015-12-14_130208_DSC_3346_16.thumb.jpg,other,other,0.96670
00_2015-12-14_130208_DSC_3346_17.thumb.jpg,other,other,0.98437
00_2015-12-14_130208_DSC_3346_18.thumb.jpg,other,other,0.93048
00_2015-12-14_130208_DSC_3346_19.thumb.jpg,other,other,0.99889
00_2015-12-14_130208_DSC_3346_20.thumb.jpg,other,other,0.83123
00_2015-12-14_130208_DSC_3346_21.thumb.jpg,other,other,0.79532
00_2015-12-14_130208_DSC_3346_22.thumb.jpg,other,other,0.91927
00_2015-12-14_130208_DSC_3346_23.thumb.jpg,other,other,0.64545
00_2015-12-14_130208_DSC_3346_25.thumb.jpg,other,other,0.94869
00_2015-12-14_130208_DSC_3346_27.thumb.jpg,other,other,0.97626
00_2015-12-14_130208_DSC_3346_28.thumb.jpg,other,other,0.87551
00_2015-12-14_130208_DSC_3346_29.thumb.jpg,other,other,0.78873
00_2015-12-14_130208_DSC_3346_30.thumb.jpg,other,other,0.96292
00_2015-12-14_130208_DSC_3346_31.thumb.jpg,other,other,0.84127
00_2015-12-14_130208_DSC_3346_32.thumb.jpg,other,other,0.95382
00_2015-12-14_130208_DSC_3346_33.thumb.jpg,other,other,0.92068
00_2015-12-14_130208_DSC_3346_34.thumb.jpg,other,other,0.84224
00_2015-12-14_130208_DSC_3346_35.thumb.jpg,other,other,0.88611
00_2015-12-14_130208_DSC_3346_36.thumb.jpg,other,other,0.95892
00_2015-12-14_130208_DSC_3346_37.thumb.jpg,other,other,0.87705
00_2015-12-14_130208_DSC_3346_38.thumb.jpg,other,other,0.85709
00_2015-12-14_130208_DSC_3346_39.thumb.jpg,other,other,0.97629
00_2015-12-14_130208_DSC_3346_40.thumb.jpg,other,other,0.89275
00_2015-12-14_130208_DSC_3346_41.thumb.jpg,other,other,0.60946
00_2015-12-14_130208_DSC_3346_42.thumb.jpg,other,other,0.54108
00_2015-12-14_130208_DSC_3346_43.thumb.jpg,other,other,0.95472
00_2015-12-14_130208_DSC_3346_45.thumb.jpg,other,other,0.81117
00_2015-12-14_130208_DSC_3346_46.thumb.jpg,other,other,0.89130
00_2015-12-14_130208_DSC_3346_47.thumb.jpg,other,other,0.91246
00_2015-12-14_130208_DSC_3346_48.thumb.jpg,other,other,0.93724
00_2015-12-14_130208_DSC_3346_49.thumb.jpg,other,transients,0.52610
00_2015-12-14_130208_DSC_3346_50.thumb.jpg,other,other,0.96450
00_2015-12-14_130208_DSC_3346_51.thumb.jpg,other,other,0.82214
00_2015-12-14_130208_DSC_3346_52.thumb.jpg,other,other,0.80666
00_2015-12-14_130208_DSC_3346_53.thumb.jpg,other,other,0.94794
00_2015-12-14_130208_DSC_3346_54.thumb.jpg,other,other,0.60488
00_2015-12-14_130208_DSC_3346_55.thumb.jpg,other,other,0.96577
00_2015-12-14_130208_DSC_3346_56.thumb.jpg,other,other,0.85389
00_2015-12-14_130208_DSC_3346_57.thumb.jpg,other,transients,0.60466
00_2015-12-14_130208_DSC_3346_58.thumb.jpg,other,other,0.84161
00_2015-12-14_130208_DSC_3346_59.thumb.jpg,other,other,0.93298
00_2015-12-14_130208_DSC_3346_60.thumb.jpg,other,other,0.96380
00_2015-12-14_130208_DSC_3346_61.thumb.jpg,other,other,0.89578
00_2015-12-14_130208_DSC_3346_62.thumb.jpg,other,transients,0.56984
00_2015-12-14_130208_DSC_3346_63.thumb.jpg,other,other,0.64189
00_2015-12-14_130208_DSC_3346_64.thumb.jpg,other,other,0.95727
00_2015-12-14_130208_DSC_3346_65.thumb.jpg,other,other,0.86358
00_2015-12-14_130208_DSC_3346_66.thumb.jpg,other,other,0.96258
00_2015-12-14_130208_DSC_3346_67.thumb.jpg,other,other,0.93563
00_2015-12-14_130208_DSC_3346_68.thumb.jpg,other,other,0.89657
00_2015-12-14_130208_DSC_3346_69.thumb.jpg,other,other,0.77690
00_2015-12-14_130208_DSC_3346_70.thumb.jpg,other,other,0.95137
00_2015-12-14_130208_DSC_3346_71.thumb.jpg,other,other,0.96819
00_2015-12-14_130208_DSC_3346_72.thumb.jpg,other,other,0.82406
00_2015-12-14_130208_DSC_3346_73.thumb.jpg,other,other,0.87706
00_2015-12-14_130208_DSC_3346_74.thumb.jpg,other,other,0.93443
00_2015-12-14_130208_DSC_3346_75.thumb.jpg,other,other,0.90083
00_2015-12-14_130208_DSC_3346_76.thumb.jpg,other,other,0.94966
00_2015-12-14_130208_DSC_3346_79.thumb.jpg,other,other,0.90180
00_2015-12-14_130208_DSC_3346_80.thumb.jpg,other,other,0.98434
00_2015-12-14_130208_DSC_3346_81.thumb.jpg,other,other,0.92700
00_2015-12-14_130208_DSC_3346_82.thumb.jpg,other,other,0.90942
00_2015-12-14_130208_DSC_3346_83.thumb.jpg,other,other,0.72843
00_2015-12-14_130208_DSC_3346_84.thumb.jpg,other,other,0.86523
00_2015-12-14_130208_DSC_3346_85.thumb.jpg,other,other,0.60394
00_2015-12-14_130208_DSC_3346_86.thumb.jpg,other,other,0.72934
00_2015-12-14_130208_DSC_3346_87.thumb.jpg,other,other,0.88574
00_2015-12-14_130208_DSC_3346_88.thumb.jpg,other,other,0.99235
00_2015-12-14_130208_DSC_3346_89.thumb.jpg,other,other,0.98077
00_2015-12-14_130208_DSC_3346_90.thumb.jpg,other,other,0.99954
00_2015-12-14_130208_DSC_3346_91.thumb.jpg,other,other,0.94357
00_2015-12-14_130208_DSC_3346_92.thumb.jpg,other,other,0.98458
00_2015-12-14_130208_DSC_3346_93.thumb.jpg,other,other,0.93425
00_2015-12-14_130208_DSC_3346_94.thumb.jpg,other,other,0.99455
00_2015-12-14_130208_DSC_3346_95.thumb.jpg,other,other,0.96925
00_2015-12-14_130208_DSC_3346_96.thumb.jpg,other,other,0.99176
00_2015-12-14_130208_DSC_3346_97.thumb.jpg,other,other,0.99929
00_2015-12-14_130208_DSC_3346_98.thumb.jpg,other,other,0.99149
00_2015-12-14_130208_DSC_3346_99.thumb.jpg,other,other,0.99978
00_2015-12-14_130938_DSC_3376_00.thumb.jpg,other,other,0.96865
00_2015-12-14_130938_DSC_3376_01.thumb.jpg,other,other,0.99296
00_2015-12-14_130938_DSC_3376_02.thumb.jpg,other,other,0.98869
00_2015-12-14_130938_DSC_3376_03.thumb.jpg,other,other,0.80744
00_2015-12-14_130938_DSC_3376_04.thumb.jpg,other,other,0.98633
00_2015-12-14_130938_DSC_3376_05.thumb.jpg,other,other,0.98458
00_2015-12-14_130938_DSC_3376_06.thumb.jpg,other,other,0.82906
00_2015-12-14_130938_DSC_3376_07.thumb.jpg,other,other,0.93601
00_2015-12-14_130938_DSC_3376_08.thumb.jpg,other,other,0.98880
00_2015-12-14_130938_DSC_3376_09.thumb.jpg,other,other,0.99840
00_2015-12-14_130938_DSC_3376_10.thumb.jpg,other,other,0.97835
00_2015-12-14_130938_DSC_3376_11.thumb.jpg,other,other,0.96163
00_2015-12-14_130938_DSC_3376_12.thumb.jpg,other,other,0.69342
00_2015-12-14_130938_DSC_3376_13.thumb.jpg,other,other,0.82371
00_2015-12-14_130938_DSC_3376_14.thumb.jpg,other,other,0.66424
00_2015-12-14_130938_DSC_3376_15.thumb.jpg,other,transients,0.57906
00_2015-12-14_130938_DSC_3376_16.thumb.jpg,other,other,0.96881
00_2015-12-14_130938_DSC_3376_17.thumb.jpg,other,other,0.88733
00_2015-12-14_130938_DSC_3376_18.thumb.jpg,other,other,0.92635
00_2015-12-14_130938_DSC_3376_19.thumb.jpg,other,other,0.99311
00_2015-12-14_130938_DSC_3376_20.thumb.jpg,other,other,0.78124
00_2015-12-14_130938_DSC_3376_21.thumb.jpg,other,other,0.58995
00_2015-12-14_130938_DSC_3376_22.thumb.jpg,other,other,0.93904
00_2015-12-14_130938_DSC_3376_23.thumb.jpg,other,other,0.95517
00_2015-12-14_130938_DSC_3376_24.thumb.jpg,other,other,0.95905
00_2015-12-14_130938_DSC_3376_25.thumb.jpg,other,other,0.98364
00_2015-12-14_130938_DSC_3376_26.thumb.jpg,other,other,0.93661
00_2015-12-14_130938_DSC_3376_27.thumb.jpg,other,other,0.93768
00_2015-12-14_130938_DSC_3376_28.thumb.jpg,other,other,0.76303
00_2015-12-14_130938_DSC_3376_29.thumb.jpg,other,other,0.99047
00_2015-12-14_130938_DSC_3376_30.thumb.jpg,other,other,0.85870
00_2015-12-14_130938_DSC_3376_31.thumb.jpg,other,other,0.96352
00_2015-12-14_130938_DSC_3376_32.thumb.jpg,other,other,0.72504
00_2015-12-14_130938_DSC_3376_33.thumb.jpg,other,other,0.75564
00_2015-12-14_130938_DSC_3376_34.thumb.jpg,other,other,0.82018
00_2015-12-14_130938_DSC_3376_35.thumb.jpg,other,other,0.97272
00_2015-12-14_130938_DSC_3376_36.thumb.jpg,other,other,0.99441
00_2015-12-14_130938_DSC_3376_37.thumb.jpg,other,other,0.97534
00_2015-12-14_130938_DSC_3376_39.thumb.jpg,other,other,0.82020
00_2015-12-14_130938_DSC_3376_40.thumb.jpg,other,transients,0.59756
00_2015-12-14_130938_DSC_3376_41.thumb.jpg,other,other,0.84730
00_2015-12-14_130938_DSC_3376_42.thumb.jpg,other,other,0.54853
00_2015-12-14_130938_DSC_3376_43.thumb.jpg,other,other,0.69505
00_2015-12-14_130938_DSC_3376_44.thumb.jpg,other,other,0.89858
00_2015-12-14_130938_DSC_3376_45.thumb.jpg,other,other,0.92269
00_2015-12-14_130938_DSC_3376_46.thumb.jpg,other,other,0.91857
00_2015-12-14_130938_DSC_3376_47.thumb.jpg,other,other,0.99156
00_2015-12-14_130938_DSC_3376_48.thumb.jpg,other,other,0.94708
00_2015-12-14_130938_DSC_3376_49.thumb.jpg,other,other,0.93955
00_2015-12-14_130938_DSC_3376_51.thumb.jpg,other,other,0.68915
00_2015-12-14_130938_DSC_3376_52.thumb.jpg,other,other,0.87289
00_2015-12-14_130938_DSC_3376_53.thumb.jpg,other,other,0.90643
00_2015-12-14_130938_DSC_3376_54.thumb.jpg,other,other,0.98217
00_2015-12-14_130938_DSC_3376_55.thumb.jpg,other,other,0.93875
00_2015-12-14_130938_DSC_3376_56.thumb.jpg,other,other,0.84114
00_2015-12-14_130938_DSC_3376_57.thumb.jpg,other,other,0.87088
00_2015-12-14_130938_DSC_3376_58.thumb.jpg,other,other,0.89764
00_2015-12-14_130938_DSC_3376_59.thumb.jpg,other,other,0.65723
00_2015-12-14_130938_DSC_3376_60.thumb.jpg,other,other,0.71445
00_2015-12-14_130938_DSC_3376_61.thumb.jpg,other,other,0.85233
00_2015-12-14_130938_DSC_3376_62.thumb.jpg,other,other,0.81332
00_2015-12-14_130938_DSC_3376_63.thumb.jpg,other,other,0.81764
00_2015-12-14_130938_DSC_3376_64.thumb.jpg,other,other,0.84234
00_2015-12-14_130938_DSC_3376_65.thumb.jpg,other,other,0.78175
00_2015-12-14_130938_DSC_3376_66.thumb.jpg,other,other,0.76811
00_2015-12-14_130938_DSC_3376_67.thumb.jpg,other,other,0.95658
00_2015-12-14_130938_DSC_3376_68.thumb.jpg,other,other,0.87608
00_2015-12-14_130938_DSC_3376_69.thumb.jpg,other,other,0.98474
00_2015-12-14_130938_DSC_3376_70.thumb.jpg,other,other,0.91856
00_2015-12-14_130938_DSC_3376_71.thumb.jpg,other,other,0.97323
00_2015-12-14_130938_DSC_3376_72.thumb.jpg,other,other,0.90829
00_2015-12-14_130938_DSC_3376_73.thumb.jpg,other,other,0.88070
00_2015-12-14_130938_DSC_3376_74.thumb.jpg,other,other,0.94914
00_2015-12-14_130938_DSC_3376_75.thumb.jpg,other,other,0.93989
00_2015-12-14_130938_DSC_3376_76.thumb.jpg,other,other,0.93421
00_2015-12-14_130938_DSC_3376_77.thumb.jpg,other,other,0.85218
00_2015-12-14_130938_DSC_3376_78.thumb.jpg,other,other,0.86376
00_2015-12-14_130938_DSC_3376_79.thumb.jpg,other,other,0.99298
00_2015-12-14_130938_DSC_3376_80.thumb.jpg,other,other,0.89047
00_2015-12-14_130938_DSC_3376_81.thumb.jpg,other,other,0.78207
00_2015-12-14_130938_DSC_3376_82.thumb.jpg,other,other,0.85342
00_2015-12-14_130938_DSC_3376_83.thumb.jpg,other,other,0.84737
00_2015-12-14_130938_DSC_3376_84.thumb.jpg,other,other,0.54666
